	CPU_Param_1	CPU_Param_2	CPU_Param_3	CPU_Param_4	CPU_Param_5	CPU_Param_6	CPU_Param_7	CPU_Param_8	CPU_Param_9	CPU_Param_10	CPU_Param_11	CPU_Param_12	CPU_Param_13	CPU_Param_14	CPU_Param_15	CPU_Param_16	CPU_Param_17	CPU_Param_18	CPU_Param_119	CPU_Param_20
SWGCP_only_5000/SWlin2006.16275.cnf	0.28	0.68	0.1	0.12	0.5	0.44	0.12	0.34	0.5	0.46	0.1	0.68	0.82	0.52	0.1	0.62	0.28	0.12	0.8	2.02
SWGCP_only_5000/SWlin2006.16276.cnf	0.28	0.52	0.12	0.1	0.48	0.5	0.12	0.38	0.62	0.4	0.16	0.48	0.7	0.48	0.12	0.54	0.34	0.1	1.18	1.88
SWGCP_only_5000/SWlin2006.16277.cnf	0.18	0.42	0.08	0.08	0.26	0.24	0.1	0.22	0.26	0.28	0.08	0.42	0.36	0.32	0.06	0.32	0.22	0.1	0.56	0.96
SWGCP_only_5000/SWlin2006.16278.cnf	0.02	0.0	0.04	0.06	0.0	0.02	0.06	0.02	0.0	0.16	0.04	0.0	0.0	0.08	0.06	0.04	0.0	0.08	0.36	0.48
SWGCP_only_5000/SWlin2006.16279.cnf	0.2	0.12	0.08	0.08	0.34	0.32	0.1	0.3	0.12	0.3	0.1	0.38	0.12	0.06	0.1	0.38	0.12	0.1	0.58	1.16
SWGCP_only_5000/SWlin2006.16280.cnf	0.1	0.32	0.04	0.06	0.18	0.12	0.04	0.02	0.04	0.18	0.06	0.06	0.36	0.06	0.04	0.24	0.14	0.08	0.36	0.48
SWGCP_only_5000/SWlin2006.16281.cnf	0.1	0.12	0.06	0.06	0.14	0.12	0.06	0.12	0.14	0.12	0.04	0.18	0.16	0.14	0.06	0.16	0.1	0.06	0.28	0.44
SWGCP_only_5000/SWlin2006.16282.cnf	0.04	0.18	0.08	0.08	0.28	0.24	0.1	0.24	0.0	0.08	0.1	0.08	0.14	0.4	0.06	0.02	0.16	0.08	0.42	0.94
SWGCP_only_5000/SWlin2006.16283.cnf	0.24	0.74	0.1	0.1	0.4	0.46	0.1	0.4	0.4	0.38	0.14	0.54	1.06	0.26	0.1	0.6	0.34	0.08	0.8	1.68
SWGCP_only_5000/SWlin2006.16284.cnf	0.24	0.58	0.1	0.12	0.5	0.42	0.12	0.4	0.52	0.4	0.12	0.6	0.82	0.52	0.12	0.44	0.3	0.12	1.0	1.82
SWGCP_only_5000/SWlin2006.16285.cnf	0.2	0.42	0.06	0.08	0.28	0.3	0.08	0.26	0.22	0.32	0.1	0.52	0.5	0.1	0.1	0.06	0.24	0.08	0.66	0.96
SWGCP_only_5000/SWlin2006.16286.cnf	0.16	0.06	0.06	0.06	0.04	0.26	0.08	0.04	0.02	0.26	0.1	0.02	0.14	0.36	0.08	0.04	0.14	0.1	0.6	0.84
SWGCP_only_5000/SWlin2006.16287.cnf	0.16	0.38	0.08	0.08	0.18	0.06	0.08	0.06	0.2	0.02	0.08	0.04	0.04	0.06	0.1	0.18	0.06	0.06	0.54	0.86
SWGCP_only_5000/SWlin2006.16288.cnf	0.22	0.46	0.08	0.08	0.22	0.32	0.1	0.28	0.5	0.04	0.1	0.62	0.06	0.16	0.08	0.46	0.28	0.1	0.88	1.28
SWGCP_only_5000/SWlin2006.16289.cnf	0.26	0.58	0.12	0.1	0.5	0.46	0.14	0.38	0.16	0.4	0.12	0.6	0.8	0.52	0.12	0.52	0.34	0.12	0.88	1.82
SWGCP_only_5000/SWlin2006.16290.cnf	0.08	0.04	0.08	0.08	0.08	0.1	0.1	0.26	0.02	0.32	0.08	0.02	0.06	0.32	0.08	0.32	0.08	0.1	0.68	0.96
SWGCP_only_5000/SWlin2006.16291.cnf	0.22	0.68	0.1	0.12	0.44	0.48	0.12	0.44	0.58	0.48	0.14	0.66	0.8	0.46	0.12	0.64	0.28	0.12	1.06	1.98
SWGCP_only_5000/SWlin2006.16292.cnf	0.2	0.42	0.1	0.12	0.46	0.38	0.12	0.34	0.52	0.18	0.12	0.58	0.58	0.62	0.12	0.58	0.36	0.1	0.88	1.74
SWGCP_only_5000/SWlin2006.16293.cnf	0.16	0.22	0.06	0.08	0.34	0.3	0.1	0.3	0.28	0.3	0.1	0.44	0.26	0.26	0.08	0.4	0.2	0.1	0.66	1.32
SWGCP_only_5000/SWlin2006.16294.cnf	0.24	0.5	0.1	0.08	0.3	0.3	0.1	0.32	0.42	0.3	0.12	0.46	0.6	0.44	0.1	0.38	0.2	0.1	0.7	1.24
SWGCP_only_5000/SWlin2006.16295.cnf	0.14	0.22	0.06	0.06	0.22	0.22	0.08	0.2	0.22	0.22	0.06	0.28	0.3	0.2	0.06	0.26	0.14	0.06	0.44	0.72
SWGCP_only_5000/SWlin2006.16296.cnf	0.18	0.46	0.06	0.06	0.28	0.24	0.08	0.22	0.34	0.26	0.08	0.42	0.36	0.38	0.06	0.34	0.2	0.08	0.5	0.8
SWGCP_only_5000/SWlin2006.16297.cnf	0.12	0.3	0.06	0.06	0.2	0.16	0.06	0.16	0.22	0.16	0.08	0.24	0.36	0.2	0.06	0.22	0.14	0.06	0.38	0.52
SWGCP_only_5000/SWlin2006.16298.cnf	0.26	0.52	0.1	0.12	0.42	0.44	0.12	0.4	0.54	0.4	0.12	0.64	0.54	0.42	0.12	0.54	0.28	0.12	0.96	1.94
SWGCP_only_5000/SWlin2006.16299.cnf	0.26	0.54	0.1	0.1	0.38	0.42	0.12	0.36	0.42	0.08	0.12	0.48	0.62	0.66	0.1	0.32	0.26	0.12	0.74	1.6
SWGCP_only_5000/SWlin2006.16300.cnf	0.26	0.12	0.08	0.08	0.1	0.36	0.12	0.36	0.34	0.4	0.1	0.14	0.08	0.58	0.08	0.48	0.28	0.1	0.9	1.48
SWGCP_only_5000/SWlin2006.16301.cnf	0.18	0.22	0.08	0.1	0.3	0.3	0.12	0.24	0.24	0.34	0.1	0.42	0.26	0.26	0.08	0.4	0.16	0.1	0.64	1.48
SWGCP_only_5000/SWlin2006.16302.cnf	0.18	0.48	0.08	0.08	0.26	0.28	0.08	0.26	0.1	0.08	0.08	0.44	0.14	0.24	0.06	0.06	0.18	0.08	0.62	0.92
SWGCP_only_5000/SWlin2006.16303.cnf	0.18	0.42	0.08	0.06	0.18	0.04	0.08	0.26	0.44	0.32	0.08	0.08	0.04	0.38	0.08	0.38	0.16	0.08	0.6	0.96
SWGCP_only_5000/SWlin2006.16304.cnf	0.3	0.24	0.1	0.08	0.44	0.46	0.12	0.38	0.56	0.1	0.12	0.7	0.78	0.52	0.1	0.6	0.4	0.1	0.98	1.76
SWGCP_only_5000/SWlin2006.16305.cnf	0.14	0.32	0.08	0.08	0.24	0.24	0.06	0.24	0.04	0.1	0.1	0.1	0.2	0.08	0.06	0.32	0.16	0.08	0.5	0.76
SWGCP_only_5000/SWlin2006.16306.cnf	0.18	0.22	0.08	0.08	0.3	0.26	0.1	0.04	0.38	0.34	0.08	0.14	0.58	0.2	0.06	0.4	0.08	0.08	0.64	0.98
SWGCP_only_5000/SWlin2006.16307.cnf	0.22	0.46	0.08	0.1	0.34	0.3	0.1	0.28	0.32	0.32	0.1	0.6	0.5	0.42	0.08	0.46	0.28	0.1	0.76	1.4
SWGCP_only_5000/SWlin2006.16308.cnf	0.28	0.28	0.12	0.1	0.14	0.42	0.12	0.38	0.58	0.44	0.12	0.68	0.94	0.34	0.1	0.52	0.3	0.12	1.0	1.52
SWGCP_only_5000/SWlin2006.16309.cnf	0.16	0.1	0.1	0.1	0.44	0.42	0.12	0.16	0.18	0.42	0.14	0.68	0.72	0.72	0.12	0.5	0.32	0.1	1.02	1.6
SWGCP_only_5000/SWlin2006.16310.cnf	0.22	0.46	0.08	0.1	0.34	0.34	0.1	0.3	0.46	0.34	0.1	0.62	0.68	0.4	0.1	0.38	0.26	0.1	0.72	1.32
SWGCP_only_5000/SWlin2006.16311.cnf	0.12	0.3	0.06	0.04	0.16	0.18	0.06	0.14	0.2	0.16	0.08	0.24	0.36	0.26	0.06	0.2	0.14	0.08	0.38	0.48
SWGCP_only_5000/SWlin2006.16312.cnf	0.02	0.1	0.06	0.06	0.06	0.02	0.04	0.02	0.0	0.0	0.04	0.02	0.0	0.0	0.02	0.04	0.02	0.1	0.0	0.56
SWGCP_only_5000/SWlin2006.16313.cnf	0.22	0.8	0.08	0.1	0.42	0.42	0.1	0.38	0.64	0.08	0.1	0.76	0.68	0.12	0.12	0.16	0.32	0.12	1.16	1.7
SWGCP_only_5000/SWlin2006.16314.cnf	0.22	0.34	0.08	0.12	0.34	0.34	0.12	0.32	0.32	0.34	0.12	0.54	0.5	0.4	0.1	0.46	0.2	0.12	0.78	1.52
SWGCP_only_5000/SWlin2006.16315.cnf	0.22	0.56	0.08	0.12	0.42	0.34	0.12	0.38	0.56	0.48	0.12	0.74	0.92	0.54	0.12	0.62	0.1	0.1	0.88	1.62
SWGCP_only_5000/SWlin2006.16316.cnf	0.24	0.52	0.08	0.1	0.4	0.38	0.1	0.36	0.36	0.4	0.12	0.58	0.82	0.44	0.06	0.54	0.24	0.1	0.54	1.44
SWGCP_only_5000/SWlin2006.16317.cnf	0.02	0.0	0.02	0.04	0.08	0.04	0.08	0.02	0.04	0.04	0.06	0.02	0.02	0.0	0.04	0.02	0.08	0.08	0.38	0.46
SWGCP_only_5000/SWlin2006.16318.cnf	0.14	0.42	0.08	0.08	0.2	0.22	0.08	0.18	0.28	0.24	0.08	0.32	0.32	0.36	0.06	0.28	0.16	0.08	0.52	0.8
SWGCP_only_5000/SWlin2006.16319.cnf	0.24	0.84	0.06	0.1	0.36	0.36	0.12	0.32	0.38	0.42	0.12	0.5	0.64	0.6	0.08	0.54	0.24	0.12	0.68	1.38
SWGCP_only_5000/SWlin2006.16320.cnf	0.24	0.14	0.1	0.1	0.4	0.36	0.08	0.4	0.5	0.48	0.12	0.12	0.7	0.56	0.1	0.56	0.32	0.1	0.52	1.56
SWGCP_only_5000/SWlin2006.16321.cnf	0.34	0.54	0.1	0.12	0.48	0.44	0.14	0.44	0.46	0.42	0.14	0.86	0.8	0.6	0.12	0.66	0.3	0.12	0.74	2.0
SWGCP_only_5000/SWlin2006.16322.cnf	0.28	0.4	0.08	0.08	0.36	0.34	0.12	0.38	0.48	0.38	0.14	0.7	0.74	0.46	0.06	0.42	0.14	0.1	0.76	1.8
SWGCP_only_5000/SWlin2006.16323.cnf	0.2	0.5	0.06	0.06	0.32	0.3	0.08	0.26	0.24	0.28	0.08	0.16	0.44	0.44	0.08	0.36	0.22	0.08	0.56	1.02
SWGCP_only_5000/SWlin2006.16324.cnf	0.24	0.86	0.12	0.12	0.44	0.44	0.1	0.42	0.48	0.5	0.12	0.62	0.86	0.44	0.1	0.64	0.34	0.12	0.92	1.98
SWGCP_only_5000/SWlin2006.16325.cnf	0.24	1.02	0.1	0.12	0.46	0.48	0.12	0.36	0.32	0.44	0.16	0.78	0.48	0.7	0.12	0.52	0.32	0.12	0.68	2.0
SWGCP_only_5000/SWlin2006.16326.cnf	0.12	0.12	0.06	0.06	0.2	0.18	0.1	0.18	0.02	0.12	0.06	0.22	0.14	0.02	0.08	0.24	0.14	0.04	0.48	0.64
SWGCP_only_5000/SWlin2006.16327.cnf	0.16	0.24	0.08	0.1	0.22	0.2	0.08	0.22	0.22	0.26	0.1	0.36	0.42	0.3	0.08	0.28	0.2	0.06	0.6	0.82
SWGCP_only_5000/SWlin2006.16328.cnf	0.28	0.28	0.1	0.12	0.52	0.36	0.12	0.42	0.42	0.5	0.12	0.76	0.76	0.56	0.1	0.48	0.28	0.12	0.74	1.82
SWGCP_only_5000/SWlin2006.16329.cnf	0.12	0.3	0.06	0.06	0.18	0.16	0.06	0.14	0.22	0.16	0.04	0.26	0.36	0.22	0.02	0.2	0.14	0.04	0.36	0.46
SWGCP_only_5000/SWlin2006.16330.cnf	0.02	0.22	0.06	0.06	0.2	0.04	0.04	0.14	0.28	0.16	0.06	0.18	0.44	0.28	0.06	0.02	0.02	0.08	0.14	0.58
SWGCP_only_5000/SWlin2006.16331.cnf	0.2	0.46	0.08	0.08	0.32	0.3	0.08	0.3	0.4	0.32	0.1	0.44	0.52	0.48	0.06	0.36	0.22	0.1	0.74	1.06
SWGCP_only_5000/SWlin2006.16332.cnf	0.22	0.12	0.08	0.1	0.36	0.08	0.12	0.34	0.52	0.4	0.12	0.66	0.74	0.54	0.08	0.52	0.26	0.12	0.7	1.38
SWGCP_only_5000/SWlin2006.16333.cnf	0.02	0.14	0.08	0.06	0.04	0.04	0.04	0.04	0.02	0.26	0.08	0.16	0.02	0.02	0.06	0.28	0.16	0.06	0.12	0.72
SWGCP_only_5000/SWlin2006.16334.cnf	0.2	0.46	0.1	0.1	0.36	0.34	0.1	0.3	0.46	0.38	0.12	0.48	0.84	0.6	0.1	0.48	0.24	0.08	1.02	1.44
SWGCP_only_5000/SWlin2006.16335.cnf	0.14	0.1	0.06	0.06	0.04	0.02	0.06	0.18	0.0	0.02	0.04	0.08	0.02	0.02	0.04	0.06	0.16	0.08	0.44	0.58
SWGCP_only_5000/SWlin2006.16336.cnf	0.2	0.46	0.08	0.1	0.36	0.34	0.1	0.3	0.48	0.38	0.12	0.6	0.82	0.56	0.12	0.42	0.26	0.1	0.72	1.36
SWGCP_only_5000/SWlin2006.16337.cnf	0.32	0.26	0.08	0.12	0.42	0.42	0.12	0.42	0.64	0.48	0.14	0.78	0.68	0.52	0.12	0.48	0.3	0.12	0.66	1.88
SWGCP_only_5000/SWlin2006.16338.cnf	0.14	0.66	0.08	0.08	0.2	0.08	0.1	0.38	0.34	0.42	0.1	0.18	0.34	0.48	0.08	0.36	0.14	0.1	0.74	1.48
SWGCP_only_5000/SWlin2006.16339.cnf	0.2	0.24	0.1	0.08	0.3	0.3	0.1	0.24	0.32	0.28	0.1	0.4	0.32	0.22	0.1	0.36	0.2	0.1	0.46	1.22
SWGCP_only_5000/SWlin2006.16340.cnf	0.06	0.08	0.06	0.06	0.04	0.04	0.08	0.22	0.1	0.04	0.1	0.04	0.06	0.12	0.06	0.02	0.16	0.08	0.02	0.8
SWGCP_only_5000/SWlin2006.16341.cnf	0.22	0.52	0.12	0.14	0.52	0.4	0.12	0.36	0.54	0.46	0.14	0.52	0.66	0.4	0.1	0.48	0.28	0.14	0.76	2.0
SWGCP_only_5000/SWlin2006.16342.cnf	0.18	0.52	0.08	0.08	0.26	0.26	0.08	0.24	0.36	0.3	0.08	0.38	0.62	0.36	0.08	0.34	0.2	0.1	0.62	0.9
SWGCP_only_5000/SWlin2006.16343.cnf	0.18	0.24	0.08	0.08	0.36	0.34	0.12	0.32	0.22	0.36	0.12	0.52	0.3	0.26	0.08	0.4	0.2	0.1	0.56	1.28
SWGCP_only_5000/SWlin2006.16344.cnf	0.18	0.26	0.06	0.1	0.34	0.3	0.12	0.32	0.3	0.34	0.12	0.48	0.3	0.24	0.08	0.38	0.18	0.1	0.7	1.5
SWGCP_only_5000/SWlin2006.16345.cnf	0.22	0.04	0.1	0.1	0.38	0.38	0.12	0.34	0.52	0.38	0.12	0.62	0.88	0.18	0.08	0.5	0.08	0.12	0.82	1.44
SWGCP_only_5000/SWlin2006.16346.cnf	0.14	0.32	0.08	0.08	0.3	0.34	0.1	0.24	0.34	0.38	0.1	0.56	0.56	0.42	0.08	0.42	0.26	0.1	0.66	1.2
SWGCP_only_5000/SWlin2006.16347.cnf	0.18	0.0	0.06	0.06	0.26	0.22	0.08	0.12	0.0	0.14	0.08	0.16	0.12	0.02	0.08	0.16	0.16	0.08	0.6	0.84
SWGCP_only_5000/SWlin2006.16348.cnf	0.22	0.18	0.1	0.1	0.34	0.34	0.1	0.3	0.32	0.08	0.12	0.44	0.84	0.4	0.08	0.5	0.18	0.1	0.9	1.34
SWGCP_only_5000/SWlin2006.16349.cnf	0.14	0.16	0.06	0.06	0.22	0.2	0.08	0.18	0.2	0.2	0.06	0.28	0.22	0.2	0.06	0.26	0.14	0.08	0.44	0.76
SWGCP_only_5000/SWlin2006.16350.cnf	0.16	0.5	0.08	0.06	0.32	0.32	0.1	0.08	0.2	0.22	0.1	0.46	0.58	0.48	0.08	0.38	0.26	0.1	0.68	1.14
SWGCP_only_5000/SWlin2006.16351.cnf	0.16	0.06	0.08	0.08	0.14	0.26	0.1	0.22	0.24	0.28	0.08	0.42	0.42	0.2	0.06	0.34	0.22	0.06	0.12	0.84
SWGCP_only_5000/SWlin2006.16352.cnf	0.12	0.36	0.06	0.08	0.18	0.18	0.08	0.18	0.24	0.2	0.08	0.28	0.36	0.28	0.08	0.24	0.14	0.06	0.42	0.58
SWGCP_only_5000/SWlin2006.16353.cnf	0.26	0.6	0.08	0.12	0.48	0.4	0.12	0.34	0.5	0.44	0.12	0.58	0.86	0.82	0.14	0.6	0.26	0.12	0.82	1.9
SWGCP_only_5000/SWlin2006.16354.cnf	0.22	0.52	0.08	0.04	0.34	0.34	0.08	0.3	0.48	0.22	0.12	0.04	0.68	0.56	0.1	0.44	0.26	0.1	0.76	1.26
SWGCP_only_5000/SWlin2006.16355.cnf	0.24	0.6	0.1	0.12	0.44	0.38	0.1	0.34	0.34	0.46	0.12	0.54	0.9	0.62	0.1	0.46	0.24	0.1	0.96	1.64
SWGCP_only_5000/SWlin2006.16356.cnf	0.2	0.48	0.08	0.08	0.36	0.32	0.1	0.26	0.12	0.38	0.08	0.6	0.8	0.56	0.08	0.04	0.08	0.1	0.8	1.2
SWGCP_only_5000/SWlin2006.16357.cnf	0.24	0.7	0.08	0.08	0.28	0.38	0.1	0.08	0.32	0.28	0.14	0.6	0.3	0.54	0.1	0.44	0.26	0.08	0.76	1.32
SWGCP_only_5000/SWlin2006.16358.cnf	0.18	0.52	0.06	0.06	0.26	0.28	0.08	0.26	0.42	0.18	0.1	0.5	0.56	0.38	0.08	0.36	0.22	0.1	0.6	1.02
SWGCP_only_5000/SWlin2006.16359.cnf	0.16	0.04	0.06	0.08	0.28	0.26	0.1	0.2	0.26	0.26	0.08	0.04	0.06	0.06	0.06	0.3	0.08	0.08	0.44	0.82
SWGCP_only_5000/SWlin2006.16360.cnf	0.16	0.76	0.1	0.1	0.4	0.36	0.1	0.4	0.16	0.42	0.12	0.62	0.64	0.58	0.1	0.38	0.26	0.12	0.12	1.52
SWGCP_only_5000/SWlin2006.16361.cnf	0.1	0.3	0.04	0.04	0.14	0.16	0.04	0.12	0.18	0.14	0.06	0.24	0.34	0.24	0.06	0.2	0.14	0.06	0.34	0.44
SWGCP_only_5000/SWlin2006.16362.cnf	0.2	0.58	0.08	0.08	0.3	0.26	0.08	0.28	0.42	0.26	0.1	0.44	0.5	0.38	0.08	0.4	0.22	0.08	0.54	0.96
SWGCP_only_5000/SWlin2006.16363.cnf	0.12	0.34	0.06	0.06	0.2	0.16	0.06	0.18	0.2	0.2	0.08	0.3	0.44	0.3	0.04	0.22	0.14	0.08	0.36	0.56
SWGCP_only_5000/SWlin2006.16364.cnf	0.18	0.68	0.08	0.1	0.36	0.34	0.1	0.36	0.4	0.36	0.12	0.5	0.64	0.54	0.1	0.52	0.26	0.1	0.68	1.46
SWGCP_only_5000/SWlin2006.16365.cnf	0.28	0.68	0.1	0.12	0.44	0.34	0.12	0.28	0.36	0.44	0.12	0.76	0.92	0.52	0.1	0.56	0.28	0.12	0.94	1.76
SWGCP_only_5000/SWlin2006.16366.cnf	0.1	0.3	0.04	0.04	0.16	0.16	0.06	0.16	0.22	0.18	0.08	0.26	0.34	0.22	0.04	0.2	0.14	0.06	0.32	0.46
SWGCP_only_5000/SWlin2006.16367.cnf	0.16	0.36	0.06	0.06	0.28	0.26	0.08	0.24	0.32	0.28	0.1	0.34	0.58	0.3	0.08	0.3	0.2	0.08	0.58	0.78
SWGCP_only_5000/SWlin2006.16368.cnf	0.2	0.6	0.06	0.06	0.32	0.32	0.1	0.28	0.48	0.34	0.1	0.52	0.76	0.46	0.1	0.42	0.24	0.1	0.76	1.08
SWGCP_only_5000/SWlin2006.16369.cnf	0.24	0.36	0.06	0.1	0.36	0.34	0.12	0.28	0.38	0.34	0.1	0.52	0.5	0.46	0.08	0.48	0.28	0.08	0.9	1.28
SWGCP_only_5000/SWlin2006.16370.cnf	0.3	0.52	0.1	0.1	0.4	0.38	0.14	0.34	0.4	0.44	0.12	0.64	0.78	0.42	0.1	0.44	0.28	0.12	0.68	1.88
SWGCP_only_5000/SWlin2006.16371.cnf	0.26	0.72	0.1	0.12	0.46	0.44	0.12	0.44	0.68	0.1	0.12	0.66	1.14	0.42	0.12	0.56	0.26	0.12	0.9	1.92
SWGCP_only_5000/SWlin2006.16372.cnf	0.24	0.32	0.1	0.08	0.34	0.38	0.1	0.24	0.28	0.28	0.1	0.34	0.38	0.42	0.08	0.36	0.22	0.12	0.6	1.52
SWGCP_only_5000/SWlin2006.16373.cnf	0.24	0.7	0.08	0.1	0.38	0.32	0.1	0.34	0.34	0.42	0.12	0.56	0.42	0.54	0.08	0.4	0.26	0.1	0.74	1.34
SWGCP_only_5000/SWlin2006.16374.cnf	0.16	0.26	0.06	0.04	0.26	0.28	0.08	0.26	0.26	0.3	0.08	0.32	0.52	0.26	0.08	0.38	0.18	0.08	0.64	0.98
SWGCP_only_5000/SWlin2006.16375.cnf	0.14	0.38	0.08	0.06	0.2	0.2	0.06	0.2	0.26	0.2	0.08	0.34	0.38	0.3	0.08	0.26	0.16	0.06	0.48	0.62
SWGCP_only_5000/SWlin2006.16376.cnf	0.18	0.44	0.08	0.08	0.36	0.3	0.1	0.28	0.3	0.38	0.12	0.08	0.74	0.48	0.08	0.44	0.26	0.1	0.64	1.3
SWGCP_only_5000/SWlin2006.16377.cnf	0.2	0.24	0.08	0.08	0.36	0.36	0.14	0.34	0.26	0.4	0.12	0.58	0.32	0.3	0.1	0.46	0.2	0.12	0.7	1.82
SWGCP_only_5000/SWlin2006.16378.cnf	0.02	0.28	0.06	0.06	0.02	0.18	0.08	0.14	0.0	0.18	0.06	0.0	0.0	0.0	0.04	0.2	0.04	0.06	0.28	0.46
SWGCP_only_5000/SWlin2006.16379.cnf	0.16	0.46	0.08	0.04	0.24	0.22	0.08	0.22	0.3	0.26	0.1	0.36	0.5	0.32	0.06	0.32	0.18	0.04	0.54	0.74
SWGCP_only_5000/SWlin2006.16380.cnf	0.22	0.64	0.08	0.1	0.4	0.22	0.1	0.16	0.04	0.42	0.1	0.12	0.88	0.5	0.1	0.42	0.12	0.1	0.92	1.28
SWGCP_only_5000/SWlin2006.16381.cnf	0.18	0.42	0.08	0.08	0.32	0.3	0.08	0.26	0.28	0.32	0.1	0.46	0.52	0.36	0.08	0.34	0.18	0.1	0.66	1.08
SWGCP_only_5000/SWlin2006.16382.cnf	0.26	0.6	0.08	0.1	0.26	0.46	0.14	0.34	0.6	0.46	0.12	0.74	0.88	0.56	0.12	0.56	0.3	0.12	1.04	1.74
SWGCP_only_5000/SWlin2006.16383.cnf	0.14	0.42	0.06	0.06	0.22	0.2	0.08	0.18	0.28	0.24	0.08	0.36	0.5	0.36	0.06	0.3	0.18	0.08	0.5	0.68
SWGCP_only_5000/SWlin2006.16384.cnf	0.24	0.92	0.08	0.1	0.44	0.4	0.12	0.4	0.5	0.42	0.12	0.3	0.78	0.54	0.12	0.52	0.26	0.1	1.14	1.72
SWGCP_only_5000/SWlin2006.16385.cnf	0.12	0.24	0.04	0.06	0.2	0.18	0.08	0.18	0.2	0.18	0.06	0.28	0.28	0.24	0.06	0.24	0.16	0.08	0.4	0.66
SWGCP_only_5000/SWlin2006.16386.cnf	0.18	0.42	0.08	0.08	0.12	0.34	0.1	0.2	0.5	0.32	0.1	0.52	0.28	0.06	0.1	0.44	0.1	0.12	0.7	1.24
SWGCP_only_5000/SWlin2006.16387.cnf	0.14	0.38	0.04	0.04	0.22	0.22	0.06	0.18	0.24	0.22	0.08	0.26	0.48	0.22	0.04	0.26	0.14	0.08	0.44	0.62
SWGCP_only_5000/SWlin2006.16388.cnf	0.12	0.74	0.08	0.1	0.32	0.36	0.08	0.32	0.52	0.34	0.1	0.2	0.82	0.54	0.1	0.36	0.14	0.1	0.78	1.34
SWGCP_only_5000/SWlin2006.16389.cnf	0.18	0.38	0.08	0.08	0.06	0.22	0.06	0.08	0.04	0.06	0.08	0.2	0.04	0.02	0.06	0.02	0.12	0.06	0.56	0.76
SWGCP_only_5000/SWlin2006.16390.cnf	0.2	0.24	0.1	0.12	0.34	0.32	0.1	0.32	0.48	0.3	0.12	0.58	0.82	0.4	0.1	0.4	0.24	0.12	0.9	1.34
SWGCP_only_5000/SWlin2006.16391.cnf	0.26	0.32	0.12	0.1	0.38	0.36	0.14	0.32	0.36	0.34	0.12	0.52	0.38	0.34	0.12	0.38	0.22	0.12	0.9	1.68
SWGCP_only_5000/SWlin2006.16392.cnf	0.06	0.44	0.06	0.08	0.34	0.08	0.1	0.02	0.06	0.32	0.08	0.48	0.2	0.14	0.04	0.42	0.06	0.1	0.56	0.98
SWGCP_only_5000/SWlin2006.16393.cnf	0.3	0.64	0.08	0.1	0.32	0.38	0.1	0.36	0.36	0.46	0.14	0.58	0.72	0.44	0.1	0.52	0.26	0.12	0.88	1.68
SWGCP_only_5000/SWlin2006.16394.cnf	0.22	0.42	0.1	0.12	0.36	0.38	0.14	0.34	0.34	0.34	0.12	0.42	0.72	0.38	0.1	0.48	0.32	0.1	0.7	1.8
SWGCP_only_5000/SWlin2006.16395.cnf	0.2	0.36	0.06	0.08	0.26	0.24	0.12	0.26	0.32	0.26	0.1	0.46	0.46	0.34	0.08	0.38	0.18	0.08	0.62	1.06
